AREA_CODE,AREA_NAME,COMPONENT,SEX,AGE_GROUP,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047
E09000028,Southwark,Internal migration in,males,35,343.032,358.099,372.879,380.486,379.342,373.503,388.385,391.405,398.55,407.13,404.311,409.819,407.019,404.768,410.127,421.926,433.186,432.764,428.924,435.091,446.698,445.06,448.013,452.567,452.351
E09000028,Southwark,Internal migration in,males,36,311.408,328.686,339.51,347.206,352.472,351.495,346.863,360.613,363.383,369.791,377.696,375.223,380.218,377.537,375.418,380.277,391.033,401.346,401.002,397.517,403.176,413.853,412.346,415.065,419.274
E09000028,Southwark,Internal migration in,males,37,292.468,299.145,312.684,317.565,323.365,327.859,327.546,324.018,336.429,338.71,344.522,351.858,349.646,354.228,351.665,349.645,354.07,363.932,373.425,373.155,369.964,375.182,385.047,383.656,386.173
E09000028,Southwark,Internal migration in,males,38,264.194,271.864,275.873,283.888,287.164,292.189,296.354,296.664,293.791,304.55,306.403,311.442,318.043,316.176,320.224,317.828,315.982,319.905,328.688,337.162,336.959,334.138,338.815,347.686,346.443
E09000028,Southwark,Internal migration in,males,39,236.759,245.595,250.422,250.82,257.134,259.905,264.694,268.664,269.159,266.67,275.973,277.452,281.877,287.871,286.259,289.874,287.638,285.942,289.437,297.29,304.904,304.76,302.25,306.463,314.479
E09000028,Southwark,Internal migration in,males,40,191.213,194.83,200.469,201.802,201.095,206.378,208.792,212.829,216.108,216.576,214.566,221.884,223.026,226.628,231.357,230.167,233.002,231.217,229.845,232.665,238.885,244.963,244.885,242.88,246.254
E09000028,Southwark,Internal migration in,males,41,178.052,175.684,177.773,180.937,181.674,181.169,186.16,188.501,192.182,195.069,195.478,193.707,200.114,201.032,204.209,208.458,207.42,209.951,208.312,207.054,209.561,215.114,220.555,220.507,218.729
E09000028,Southwark,Internal migration in,males,42,164.933,166.531,163.736,163.902,166.53,167.135,166.899,171.675,173.871,177.176,179.741,180.141,178.551,184.286,185.074,187.921,191.837,190.918,193.218,191.68,190.523,192.809,197.872,202.843,202.811
E09000028,Southwark,Internal migration in,males,43,155.93,154.073,154.645,150.885,150.664,153.17,153.862,153.948,158.415,160.379,163.353,165.645,166.041,164.6,169.725,170.365,172.931,176.534,175.721,177.82,176.378,175.3,177.383,182.002,186.555
E09000028,Southwark,Internal migration in,males,44,140.805,147.307,145.09,144.341,140.744,140.598,143.159,143.952,144.174,148.304,150.088,152.837,154.89,155.272,153.951,158.637,159.18,161.53,164.901,164.162,166.112,164.744,163.732,165.659,169.948
E09000028,Southwark,Internal migration in,males,45,127.766,134.416,139.836,137.067,136.206,132.908,132.511,135.091,135.823,136.124,140.11,141.785,144.371,146.24,146.651,145.432,149.788,150.3,152.568,155.725,155.076,156.922,155.661,154.71,156.5
E09000028,Southwark,Internal migration in,males,46,120.077,120.082,125.818,129.763,127.064,126.19,123.372,123.163,125.624,126.27,126.592,130.268,131.782,134.146,135.851,136.232,135.111,139.073,139.514,141.579,144.519,143.93,145.631,144.447,143.56
E09000028,Southwark,Internal migration in,males,47,111.354,111.091,110.92,115.467,118.888,116.537,115.726,113.437,113.338,115.68,116.219,116.583,119.956,121.316,123.444,124.966,125.325,124.307,127.876,128.243,130.088,132.798,132.286,133.83,132.719
E09000028,Southwark,Internal migration in,males,48,106.983,105.791,105.076,104.602,108.693,111.856,109.878,109.208,107.202,107.094,109.334,109.868,110.249,113.418,114.672,116.678,118.095,118.442,117.479,120.801,121.114,122.832,125.39,124.922,126.377
E09000028,Southwark,Internal migration in,males,49,99.443,101.247,99.875,98.502,97.993,101.952,104.955,103.174,102.553,100.719,100.657,102.826,103.315,103.707,106.672,107.822,109.687,110.997,111.331,110.433,113.505,113.776,115.362,117.775,117.345
E09000028,Southwark,Internal migration in,males,50,93.889,92.688,93.81,92.139,90.631,90.379,94.226,96.967,95.487,94.839,93.317,93.248,95.278,95.815,96.176,98.879,99.944,101.628,102.882,103.179,102.343,105.167,105.378,106.827,109.059
E09000028,Southwark,Internal migration in,males,51,90.708,88.62,87.192,87.828,86.143,84.747,84.639,88.311,90.911,89.554,88.911,87.543,87.51,89.454,89.933,90.3,92.846,93.825,95.395,96.566,96.845,96.069,98.691,98.877,100.226
E09000028,Southwark,Internal migration in,males,52,87.049,85.882,83.756,82.074,82.548,81.009,79.763,79.79,83.317,85.751,84.535,83.914,82.698,82.667,84.523,84.971,85.353,87.75,88.653,90.125,91.218,91.485,90.752,93.197,93.359
E09000028,Southwark,Internal migration in,males,53,82.482,82.631,81.356,79.081,77.428,77.804,76.426,75.304,75.413,78.767,81.099,79.991,79.389,78.278,78.255,80.036,80.465,80.854,83.128,83.967,85.353,86.387,86.645,85.943,88.239
E09000028,Southwark,Internal migration in,males,54,79.814,79.661,79.646,78.095,75.848,74.251,74.643,73.315,72.268,72.451,75.671,77.916,76.845,76.265,75.244,75.235,76.983,77.385,77.765,79.947,80.75,82.077,83.061,83.311,82.652
E09000028,Southwark,Internal migration in,males,55,69.414,69.176,68.757,68.416,67.065,65.189,63.829,64.38,63.376,62.388,62.552,65.249,67.155,66.238,65.745,64.83,64.784,66.239,66.582,66.877,68.778,69.477,70.618,71.493,71.687
E09000028,Southwark,Internal migration in,males,56,67.046,66.945,66.602,65.962,65.625,64.284,62.529,61.229,61.774,60.799,59.887,60.078,62.689,64.519,63.653,63.158,62.322,62.288,63.708,64.024,64.325,66.155,66.822,67.906,68.741
E09000028,Southwark,Internal migration in,males,57,63.718,63.771,63.562,63.103,62.415,62.108,60.939,59.343,58.149,58.659,57.763,56.909,57.124,59.614,61.351,60.55,60.074,59.301,59.275,60.63,60.924,61.233,62.968,63.605,64.636
E09000028,Southwark,Internal migration in,males,58,62.021,62.119,62.032,61.624,61.136,60.466,60.217,59.062,57.536,56.332,56.837,55.974,55.118,55.355,57.772,59.46,58.675,58.244,57.5,57.468,58.798,59.1,59.388,61.09,61.701
E09000028,Southwark,Internal migration in,males,59,57.61,58.975,58.961,58.812,58.342,57.924,57.241,57.11,56.034,54.61,53.492,53.904,53.104,52.296,52.596,54.927,56.518,55.814,55.404,54.717,54.697,55.992,56.282,56.574,58.191
E09000028,Southwark,Internal migration in,males,60,47.132,48.236,49.252,49.225,48.913,48.696,48.293,47.864,47.71,46.839,45.637,44.694,45.118,44.434,43.7,43.967,45.869,47.209,46.59,46.234,45.671,45.63,46.71,46.909,47.155
E09000028,Southwark,Internal migration in,males,61,42.431,44.033,44.851,45.748,45.686,45.464,45.133,44.804,44.374,44.322,43.488,42.411,41.526,41.869,41.281,40.568,40.893,42.688,43.915,43.374,43.068,42.55,42.513,43.533,43.733
E09000028,Southwark,Internal migration in,males,62,39.13,40.358,41.776,42.636,43.375,43.334,43.149,42.958,42.659,42.254,42.164,41.391,40.38,39.571,39.941,39.341,38.719,39.011,40.724,41.915,41.395,41.086,40.616,40.594,41.58
E09000028,Southwark,Internal migration in,males,63,34.194,35.169,36.184,37.348,38.159,38.759,38.728,38.544,38.421,38.156,37.777,37.74,37.045,36.117,35.382,35.72,35.173,34.643,34.923,36.475,37.56,37.096,36.807,36.415,36.391
E09000028,Southwark,Internal migration in,males,64,33.335,34.993,35.961,36.949,38.129,38.93,39.558,39.585,39.39,39.195,38.926,38.551,38.5,37.789,36.876,36.109,36.446,35.907,35.334,35.628,37.236,38.324,37.856,37.581,37.162
E09000028,Southwark,Internal migration in,males,65,20.926,21.301,22.303,22.848,23.443,24.293,24.751,25.213,25.135,25.191,25.002,24.844,24.611,24.575,24.153,23.603,23.226,23.334,23.042,22.703,22.91,23.913,24.607,24.342,24.174
E09000028,Southwark,Internal migration in,males,66,19.514,20.62,20.966,21.924,22.446,23.038,23.897,24.315,24.806,24.713,24.75,24.537,24.399,24.151,24.117,23.703,23.134,22.746,22.87,22.573,22.244,22.456,23.428,24.108,23.843
E09000028,Southwark,Internal migration in,males,67,17.465,18.009,19.013,19.287,20.175,20.627,21.197,22.003,22.422,22.852,22.766,22.809,22.651,22.537,22.339,22.291,21.914,21.401,21.055,21.175,20.894,20.623,20.799,21.695,22.344
E09000028,Southwark,Internal migration in,males,68,14.718,15.44,15.896,16.768,17.032,17.795,18.206,18.679,19.41,19.736,20.118,20.058,20.12,19.945,19.888,19.672,19.674,19.343,18.891,18.604,18.696,18.458,18.203,18.415,19.211
E09000028,Southwark,Internal migration in,males,69,12.796,13.231,13.816,14.231,14.993,15.22,15.913,16.3,16.746,17.355,17.708,18.026,17.977,18.024,17.891,17.812,17.637,17.643,17.339,16.96,16.692,16.776,16.571,16.337,16.524
E09000028,Southwark,Internal migration in,males,70,11.251,11.697,12.092,12.562,12.956,13.611,13.85,14.421,14.818,15.311,15.834,16.195,16.504,16.471,16.406,16.289,16.184,15.992,16.032,15.716,15.344,15.011,15.108,14.911,14.694
E09000028,Southwark,Internal migration in,males,71,9.509,9.761,10.1,10.418,10.824,11.163,11.731,11.924,12.431,12.775,13.183,13.63,13.965,14.21,14.167,14.129,14.053,13.986,13.807,13.856,13.588,13.259,12.991,13.069,12.893
E09000028,Southwark,Internal migration in,males,72,9.633,9.397,9.677,10.024,10.368,10.726,11.078,11.653,11.846,12.362,12.721,13.127,13.569,13.913,14.169,14.146,14.089,14.006,13.927,13.762,13.794,13.528,13.202,12.918,13.014
E09000028,Southwark,Internal migration in,males,73,8.029,8.004,7.781,8.021,8.301,8.527,8.845,9.118,9.576,9.763,10.182,10.483,10.819,11.152,11.421,11.622,11.632,11.597,11.494,11.442,11.286,11.356,11.121,10.879,10.638
E09000028,Southwark,Internal migration in,males,74,8.47,8.37,8.358,8.146,8.388,8.691,8.961,9.303,9.62,10.119,10.293,10.738,11.06,11.412,11.79,12.098,12.308,12.3,12.27,12.195,12.138,11.994,12.046,11.81,11.551
E09000028,Southwark,Internal migration in,males,75,6.138,5.798,5.738,5.691,5.609,5.769,5.969,6.173,6.373,6.583,6.928,7.045,7.364,7.518,7.792,8.05,8.274,8.395,8.407,8.375,8.402,8.322,8.276,8.305,8.153
E09000028,Southwark,Internal migration in,males,76,6.085,5.655,5.321,5.256,5.217,5.144,5.29,5.468,5.644,5.85,6.034,6.352,6.469,6.767,6.909,7.163,7.398,7.59,7.706,7.728,7.71,7.713,7.655,7.61,7.647
E09000028,Southwark,Internal migration in,males,77,4.362,5.553,5.134,4.83,4.772,4.729,4.653,4.787,4.957,5.105,5.295,5.462,5.755,5.862,6.117,6.249,6.479,6.694,6.857,6.971,6.979,6.976,6.971,6.928,6.877
E09000028,Southwark,Internal migration in,males,78,4.39,4.542,5.807,5.364,5.079,5.009,4.969,4.893,5.054,5.225,5.424,5.596,5.793,6.106,6.211,6.495,6.652,6.899,7.128,7.338,7.459,7.47,7.437,7.468,7.407
E09000028,Southwark,Internal migration in,males,79,3.852,3.782,3.904,4.991,4.595,4.321,4.257,4.224,4.178,4.291,4.435,4.574,4.746,4.902,5.159,5.266,5.5,5.629,5.824,6.016,6.181,6.274,6.289,6.289,6.3
E09000028,Southwark,Internal migration in,males,80,4.445,4.547,4.477,4.651,6.009,5.483,5.199,5.028,5.029,4.931,5.111,5.231,5.393,5.604,5.831,6.117,6.27,6.516,6.768,6.978,7.166,7.437,7.532,7.553,7.567
E09000028,Southwark,Internal migration in,males,81,4.054,4.498,4.567,4.504,4.686,6.058,5.531,5.262,5.113,5.123,5.024,5.215,5.347,5.545,5.747,6.005,6.3,6.443,6.718,6.989,7.212,7.414,7.715,7.809,7.84
E09000028,Southwark,Internal migration in,males,82,3.56,3.912,4.34,4.414,4.356,4.527,5.879,5.351,5.094,4.947,4.941,4.85,5.034,5.169,5.353,5.551,5.796,6.092,6.229,6.493,6.761,6.981,7.178,7.463,7.564
E09000028,Southwark,Internal migration in,males,83,3.726,3.296,3.633,4.031,4.121,4.071,4.24,5.509,5.015,4.765,4.626,4.63,4.54,4.714,4.83,5,5.2,5.419,5.695,5.839,6.086,6.337,6.543,6.729,6.998
E09000028,Southwark,Internal migration in,males,84,3.434,3.591,3.181,3.516,3.906,3.992,3.942,4.128,5.355,4.869,4.629,4.502,4.505,4.415,4.591,4.713,4.88,5.081,5.297,5.571,5.715,5.962,6.213,6.419,6.608
E09000028,Southwark,Internal migration in,males,85,2.731,2.715,2.814,2.5,2.747,3.057,3.095,3.058,3.166,4.143,3.747,3.575,3.525,3.526,3.489,3.646,3.752,3.906,4.069,4.256,4.484,4.577,4.775,4.955,5.151
E09000028,Southwark,Internal migration in,males,86,2.899,2.889,2.872,3.009,2.65,2.923,3.268,3.275,3.245,3.359,4.436,3.994,3.821,3.77,3.79,3.751,3.93,4.054,4.243,4.404,4.633,4.889,4.987,5.218,5.421
E09000028,Southwark,Internal migration in,males,87,2.527,2.559,2.571,2.55,2.638,2.356,2.61,2.932,2.972,2.942,3.053,4.039,3.621,3.445,3.402,3.413,3.371,3.531,3.645,3.792,3.963,4.152,4.388,4.487,4.69
E09000028,Southwark,Internal migration in,males,88,2.152,2.278,2.333,2.332,2.324,2.385,2.152,2.394,2.672,2.744,2.716,2.824,3.746,3.341,3.186,3.145,3.156,3.133,3.28,3.375,3.507,3.676,3.857,4.072,4.179
E09000028,Southwark,Internal migration in,males,89,1.861,1.928,2.016,2.078,2.107,2.092,2.128,1.928,2.148,2.408,2.492,2.461,2.565,3.404,3.033,2.88,2.852,2.869,2.839,2.984,3.076,3.182,3.363,3.523,3.728
E09000028,Southwark,Internal migration in,males,90 and over,7.59,7.651,7.824,8.063,8.361,8.612,8.822,9.03,9.009,9.218,9.643,10.1,10.478,10.902,12.109,12.735,13.114,13.358,13.547,13.678,13.902,14.161,14.486,14.928,15.474
E09000028,Southwark,Internal migration in,males,All ages,15327.234,15921.3,16382.234,16548.254,16642.184,16721.178,16819.509,16960.793,17106.966,17229.505,17337.258,17432.314,17520.301,17588.253,17638.294,17671.111,17688.575,17684.723,17674.837,17636.631,17594.772,17555.24,17504.957,17445.494,17390.711
E09000011,Greenwich,Internal migration in,males,0,67.606,68.422,69.391,69.442,69.454,69.558,69.694,69.958,70.257,70.579,70.929,71.324,71.757,72.223,72.72,73.252,73.803,74.351,74.881,75.389,75.83,76.181,76.458,76.669,76.827
E09000011,Greenwich,Internal migration in,males,1,171.222,165.869,167.603,169.274,169.259,169.245,169.473,169.801,170.416,171.11,171.86,172.682,173.616,174.648,175.757,176.945,178.22,179.541,180.853,182.123,183.334,184.386,185.214,185.869,186.36
E09000011,Greenwich,Internal migration in,males,2,156.022,164.981,159.29,159.294,160.52,160.477,160.47,160.715,161.028,161.582,162.209,162.89,163.643,164.503,165.453,166.478,167.577,168.757,169.98,171.194,172.369,173.489,174.459,175.219,175.818
E09000011,Greenwich,Internal migration in,males,3,142.084,137.219,144.285,137.762,137.443,138.449,138.46,138.527,138.736,138.992,139.447,139.964,140.53,141.158,141.879,142.681,143.546,144.474,145.472,146.509,147.534,148.527,149.472,150.287,150.922
E09000011,Greenwich,Internal migration in,males,4,130.278,129.949,125.087,130.237,124.004,123.714,124.689,124.792,124.873,125.037,125.257,125.652,126.101,126.593,127.142,127.777,128.484,129.249,130.07,130.954,131.871,132.779,133.658,134.492,135.21
E09000011,Greenwich,Internal migration in,males,5,91.158,92.009,91.595,87.06,90.472,86.157,85.997,86.716,86.802,86.887,87.007,87.16,87.429,87.733,88.07,88.442,88.875,89.361,89.885,90.45,91.059,91.691,92.316,92.92,93.491
E09000011,Greenwich,Internal migration in,males,6,77.493,76.191,76.462,75.644,71.752,74.518,70.959,70.879,71.47,71.531,71.593,71.68,71.799,72.013,72.255,72.523,72.821,73.171,73.565,73.99,74.449,74.945,75.461,75.97,76.461
E09000011,Greenwich,Internal migration in,males,7,81.604,78.121,76.596,76.277,75.439,71.562,74.465,70.912,70.858,71.447,71.511,71.57,71.646,71.763,71.973,72.21,72.473,72.766,73.111,73.5,73.92,74.374,74.864,75.375,75.877
E09000011,Greenwich,Internal migration in,males,8,73.76,77.172,73.816,71.886,71.46,70.634,67.133,69.798,66.532,66.486,67.034,67.088,67.137,67.21,67.318,67.512,67.731,67.975,68.248,68.569,68.93,69.321,69.742,70.199,70.674
E09000011,Greenwich,Internal migration in,males,9,73.549,72.866,75.93,72.253,70.292,69.851,69.134,65.719,68.329,65.156,65.114,65.644,65.694,65.744,65.818,65.923,66.111,66.324,66.561,66.827,67.139,67.491,67.872,68.283,68.727
E09000011,Greenwich,Internal migration in,males,10,67.709,66.888,66.152,68.491,65.184,63.484,63.031,62.451,59.386,61.559,58.76,58.699,59.16,59.193,59.235,59.302,59.392,59.558,59.745,59.956,60.193,60.472,60.787,61.128,61.497
E09000011,Greenwich,Internal migration in,males,11,74.204,72.321,71.331,70.2,72.579,69.075,67.307,66.844,66.313,63.086,65.441,62.433,62.369,62.859,62.894,62.938,63.003,63.098,63.272,63.469,63.69,63.939,64.234,64.566,64.925
E09000011,Greenwich,Internal migration in,males,12,69.495,67.905,66.097,64.868,63.877,65.92,62.918,61.407,60.979,60.492,57.615,59.688,57.01,56.961,57.407,57.44,57.476,57.543,57.629,57.785,57.963,58.163,58.389,58.655,58.955
E09000011,Greenwich,Internal migration in,males,13,58.797,60.582,59.125,57.329,56.178,55.354,57.012,54.515,53.232,52.839,52.427,49.966,51.725,49.399,49.358,49.738,49.763,49.79,49.842,49.913,50.044,50.193,50.362,50.553,50.779
E09000011,Greenwich,Internal migration in,males,14,59.183,60.373,61.958,60.305,58.473,57.23,56.518,58.087,55.708,54.437,54.045,53.544,51.229,52.875,50.581,50.544,50.929,50.96,50.983,51.041,51.112,51.244,51.394,51.562,51.755
E09000011,Greenwich,Internal migration in,males,15,59.489,59.074,60.168,61.184,59.475,57.697,56.616,55.901,57.304,54.852,53.558,53.18,52.73,50.354,52.021,49.692,49.653,50.028,50.055,50.075,50.124,50.197,50.327,50.474,50.638
E09000011,Greenwich,Internal migration in,males,16,53.702,56.068,55.632,56.326,57.172,55.635,54.001,52.978,52.372,53.609,51.384,50.201,49.864,49.419,47.249,48.764,46.598,46.564,46.91,46.932,46.946,46.989,47.054,47.172,47.306
E09000011,Greenwich,Internal migration in,males,17,50.35,52.073,54.288,53.646,53.97,55.089,53.834,52.212,51.4,50.813,51.958,49.978,49.021,48.475,48.119,45.991,47.617,45.385,45.337,45.647,45.658,45.664,45.683,45.735,45.835
E09000011,Greenwich,Internal migration in,males,18,106.126,106.22,109.551,113.239,111.947,113.098,114.755,113.053,110.11,107.886,106.954,109.117,105.476,103.602,102.606,101.669,97.882,100.317,95.755,95.639,96.206,96.2,96.144,96.138,96.204
E09000011,Greenwich,Internal migration in,males,19,315.384,323.446,324.933,332.095,343.51,341.334,344.745,350.623,348.928,340.163,332.58,331.672,337.124,327.731,322.684,319.607,316.048,306.522,311.227,296.922,296.583,298.156,298.1,297.722,297.468
E09000011,Greenwich,Internal migration in,males,20,273.038,291.766,298.023,292.89,297.177,306.73,304.554,307.136,311.753,310.411,302.841,296.178,295.89,299.834,291.916,287.541,285.069,281.809,274.267,278.474,266.496,266.441,267.958,267.917,267.496
E09000011,Greenwich,Internal migration in,males,21,300.807,324.365,346.514,346.47,339.221,343.76,354.716,352.265,355.051,360.113,359.235,350.266,343.089,342.673,347.051,338.408,333.111,330.648,326.868,318.644,323.202,310.211,310.193,311.927,311.851
E09000011,Greenwich,Internal migration in,males,22,389.733,414.335,444.603,466.374,464.252,455.639,462.013,477.203,474.565,478.204,484.716,484.224,472.553,463.405,462.665,467.79,456.897,449.867,446.63,441.266,431.15,436.545,419.424,419.448,421.716
E09000011,Greenwich,Internal migration in,males,23,411.696,424.081,443.994,461.398,477.607,475.17,468.206,475.767,491.626,489.302,493.06,499.891,499.391,488.141,478.53,477.607,483.112,471.982,464.752,461.438,455.866,445.44,450.748,433.102,433.03
E09000011,Greenwich,Internal migration in,males,24,381.845,393.007,399.542,404.513,415.255,427.244,425.573,420.142,427.407,441.163,439.015,442.132,448.02,447.389,437.858,429.341,428.742,433.481,423.935,417.455,414.566,409.755,400.672,405.447,390.05
E09000011,Greenwich,Internal migration in,males,25,363.879,387.433,395.058,391.36,394.585,404.338,415.668,415.131,410.011,416.876,429.718,427.569,430.84,436.072,435.522,426.212,418.037,417.328,421.906,412.744,406.476,403.851,399.112,390.545,395.175
E09000011,Greenwich,Internal migration in,males,26,370.703,382.168,399.235,396.873,390.789,393.851,404.648,417.185,417.164,412.092,418.904,431.655,429.576,432.793,437.986,437.45,428.248,420.115,419.388,423.906,414.825,408.57,405.955,401.253,392.716
E09000011,Greenwich,Internal migration in,males,27,370.628,394.96,401.623,408.778,404.157,398.242,402.433,414.38,427.268,427.24,422.234,429.137,442.049,439.985,443.251,448.503,448.005,438.758,430.533,429.794,434.339,425.208,418.875,416.208,411.454
E09000011,Greenwich,Internal migration in,males,28,376.204,399.336,419.429,416.808,421.614,416.848,411.861,417.116,429.641,442.634,442.548,437.569,444.571,457.702,455.653,458.948,464.263,463.827,454.466,446.09,445.336,449.931,440.702,434.24,431.522
E09000011,Greenwich,Internal migration in,males,29,383.974,398.614,416.839,427.506,423.019,427.63,423.462,419.48,424.973,437.497,450.408,450.328,445.451,452.473,465.613,463.622,466.913,472.242,471.86,462.539,454.158,453.426,457.982,448.818,442.347
E09000011,Greenwich,Internal migration in,males,30,376.29,405.296,415.773,425.736,434.075,429.167,434.741,432.246,428.804,434.45,447.077,460.172,459.938,454.913,461.921,474.982,472.969,476.285,481.481,481.019,471.673,463.304,462.538,467.095,457.895
E09000011,Greenwich,Internal migration in,males,31,375.166,385.496,409.262,411.174,418.357,426.373,422.652,428.619,426.259,422.959,428.423,440.599,453.217,453.009,448.241,455.042,467.723,465.805,469.001,474.062,473.663,464.629,456.526,455.788,460.184
E09000011,Greenwich,Internal migration in,males,32,374.224,385.971,391.876,406.423,406.3,413.089,421.583,418.812,424.854,422.476,419.32,424.605,436.468,448.734,448.535,443.947,450.59,462.975,461.124,464.24,469.195,468.83,460.049,452.141,451.428
E09000011,Greenwich,Internal migration in,males,33,356.579,371.242,378.932,377.093,388.956,388.774,395.58,404.324,402.041,407.679,405.251,402.289,407.307,418.535,430.098,429.938,425.681,431.965,443.709,441.987,444.948,449.663,449.338,441.059,433.567
E09000011,Greenwich,Internal migration in,males,34,337.663,353.027,363.722,364.649,361.332,372.271,372.766,379.644,388.163,386.099,391.354,388.898,386.094,390.82,401.454,412.364,412.235,408.266,414.227,425.374,423.753,426.561,431.047,430.763,422.945
E09000011,Greenwich,Internal migration in,males,35,301.246,314.919,326.458,330.723,330.255,327.061,337.922,339.138,345.668,353.311,351.38,356.127,354.081,351.566,355.853,365.398,375.203,375.086,371.472,376.795,386.767,385.324,387.83,391.835,391.56
E09000011,Greenwich,Internal migration in,males,36,275.134,291.283,301.369,306.954,309.684,309.331,306.74,317.048,318.299,324.203,331.301,329.589,333.939,331.963,329.628,333.575,342.393,351.472,351.383,348.077,353.021,362.309,360.965,363.297,367.04
E09000011,Greenwich,Internal migration in,males,37,257.991,264.975,277.712,282.54,286.789,289.267,289.329,287.383,296.964,298.058,303.459,310.046,308.464,312.472,310.557,308.403,312.053,320.233,328.634,328.573,325.546,330.125,338.736,337.5,339.669
E09000011,Greenwich,Internal migration in,males,38,237.905,244.526,249.162,257.252,260.721,264.351,266.765,267.414,265.728,274.159,275.066,279.835,285.875,284.557,288.168,286.348,284.361,287.679,295.101,302.755,302.734,300,304.201,312.125,310.991
E09000011,Greenwich,Internal migration in,males,39,214.413,223.348,227.664,228.946,235.514,238.445,242.048,244.548,245.311,243.769,251.254,252.008,256.274,261.781,260.617,263.866,262.141,260.33,263.335,270.079,277.032,277.033,274.577,278.401,285.632
E09000011,Greenwich,Internal migration in,males,40,183.46,187.433,193.441,194.807,195.289,201.115,203.991,207.159,209.183,209.944,208.599,214.714,215.184,218.761,223.458,222.544,225.348,223.825,222.286,224.83,230.552,236.468,236.512,234.445,237.738
E09000011,Greenwich,Internal migration in,males,41,171.631,169.912,172.468,176.119,176.989,177.41,182.844,185.525,188.542,190.437,191.079,189.835,195.33,195.72,198.92,203.174,202.342,204.872,203.448,202.056,204.353,209.534,214.881,214.928,213.085
E09000011,Greenwich,Internal migration in,males,42,158.968,160.673,158.644,159.429,162.499,163.177,163.76,168.923,171.408,174.125,175.813,176.438,175.284,180.233,180.565,183.444,187.361,186.624,188.921,187.583,186.306,188.408,193.145,198.042,198.094
E09000011,Greenwich,Internal migration in,males,43,151.905,152.412,152.957,150.088,150.459,153.439,154.11,154.931,159.863,162.166,164.594,166.137,166.792,165.67,170.189,170.441,173.101,176.793,176.147,178.295,177.025,175.81,177.773,182.195,186.798
E09000011,Greenwich,Internal migration in,males,44,139.237,144.059,143.893,143.282,140.422,140.797,143.745,144.49,145.322,149.891,151.962,154.26,155.676,156.285,155.231,159.429,159.646,162.097,165.545,164.952,166.947,165.731,164.601,166.431,170.559
E09000011,Greenwich,Internal migration in,males,45,118.466,125.776,129.716,128.663,127.761,125.486,125.791,128.685,129.356,130.203,134.364,136.193,138.121,139.328,139.968,139.035,142.665,142.813,144.982,148.076,147.589,149.351,148.303,147.259,148.895
E09000011,Greenwich,Internal migration in,males,46,109.562,112.666,119.143,122.07,120.918,119.956,118.058,118.476,121.261,121.857,122.681,126.582,128.255,130.053,131.175,131.774,130.895,134.239,134.361,136.361,139.278,138.833,140.479,139.478,138.497
E09000011,Greenwich,Internal migration in,males,47,104.899,103.119,105.668,111.078,113.751,112.676,111.697,110.217,110.674,113.351,113.811,114.619,118.265,119.801,121.436,122.45,123.024,122.201,125.269,125.361,127.183,129.905,129.517,131.033,130.08
E09000011,Greenwich,Internal migration in,males,48,96.782,96.773,94.804,96.606,101.227,103.649,102.74,102.101,100.65,101.041,103.435,103.953,104.639,107.907,109.218,110.807,111.758,112.246,111.5,114.312,114.389,116.036,118.514,118.153,119.531
E09000011,Greenwich,Internal migration in,males,49,92.812,93.639,93.274,91.015,92.607,97.13,99.565,98.744,98.014,96.79,97.188,99.554,99.985,100.705,103.855,105.1,106.578,107.483,107.972,107.245,109.891,109.955,111.51,113.896,113.568
E09000011,Greenwich,Internal migration in,males,50,90.588,89.265,89.802,89.062,86.683,88.465,92.64,94.917,94.291,93.519,92.494,92.841,95.08,95.523,96.203,99.252,100.481,101.876,102.755,103.234,102.546,105.08,105.141,106.656,108.926
E09000011,Greenwich,Internal migration in,males,51,84.639,84.566,83.116,83.27,82.46,80.279,81.969,85.871,88.026,87.433,86.717,85.783,86.128,88.214,88.626,89.262,92.072,93.185,94.493,95.314,95.748,95.115,97.455,97.511,98.9
E09000011,Greenwich,Internal migration in,males,52,81.737,80.027,79.699,78.066,78.153,77.359,75.461,77.056,80.772,82.827,82.281,81.592,80.769,81.089,83.066,83.44,84.067,86.7,87.72,88.944,89.717,90.123,89.523,91.707,91.75
E09000011,Greenwich,Internal migration in,males,53,78.482,78.681,76.862,76.229,74.625,74.712,73.962,72.273,73.787,77.373,79.405,78.886,78.171,77.457,77.764,79.684,80.037,80.658,83.187,84.162,85.319,86.063,86.463,85.872,87.947
E09000011,Greenwich,Internal migration in,males,54,74.687,74.255,74.32,72.376,71.644,70.157,70.268,69.544,68.006,69.453,72.794,74.716,74.197,73.549,72.894,73.18,74.991,75.323,75.908,78.264,79.153,80.254,80.957,81.323,80.786
E09000011,Greenwich,Internal migration in,males,55,65.593,65.535,64.987,64.951,63.3,62.5,61.28,61.479,60.896,59.516,60.746,63.587,65.222,64.739,64.227,63.532,63.779,65.302,65.574,66.062,68.087,68.83,69.843,70.459,70.786
E09000011,Greenwich,Internal migration in,males,56,65.777,65.478,65.3,64.541,64.465,62.729,61.938,60.752,61.032,60.385,59.101,60.342,63.217,64.873,64.411,63.805,63.231,63.486,65.036,65.269,65.784,67.821,68.572,69.54,70.138
