AREA_CODE,AREA_NAME,COMPONENT,SEX,AGE_GROUP,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047
E09000023,Lewisham,Internal migration in,males,14,56.491,56.561,57.229,55.506,54.155,53.163,52.728,53.096,50.975,49.796,49.311,48.902,46.741,48.043,46.257,46.236,46.6,46.635,46.704,46.845,46.933,47.081,47.252,47.442,47.649
E09000023,Lewisham,Internal migration in,males,15,54.214,54.336,54.366,54.588,53.246,51.866,50.91,50.503,50.93,48.829,47.751,47.304,46.969,44.895,46.229,44.361,44.344,44.679,44.709,44.753,44.855,44.931,45.06,45.211,45.377
E09000023,Lewisham,Internal migration in,males,16,50.661,52.134,52.075,51.755,51.88,50.651,49.36,48.449,48.097,48.495,46.504,45.502,45.095,44.763,42.832,44.07,42.304,42.288,42.602,42.628,42.665,42.759,42.828,42.948,43.087
E09000023,Lewisham,Internal migration in,males,17,58.262,61.377,62.868,62.439,62.223,62.295,60.986,59.574,58.349,57.969,58.289,56.26,54.991,54.298,54.063,51.771,53.09,50.899,50.873,51.237,51.243,51.25,51.334,51.403,51.528
E09000023,Lewisham,Internal migration in,males,18,76.737,76.55,79.796,81.808,80.774,80.854,81.597,80.226,78.058,76.638,76.436,77.213,74.761,73.203,72.477,71.823,69.247,70.653,67.732,67.663,68.081,68.077,68.059,68.12,68.185
E09000023,Lewisham,Internal migration in,males,19,172.884,178.964,179.128,183.484,188.306,187.086,188.189,190.043,189.046,184.781,180.55,180.296,182.126,177.251,174.308,172.204,170.475,165.503,167.641,160.525,160.354,161.224,161.19,161,160.97
E09000023,Lewisham,Internal migration in,males,20,283.322,303.208,311.61,304.964,310.174,318.672,316.213,318.073,321.263,320.086,312.109,305.961,305.403,308.389,300.159,295.619,292.697,289.928,281.821,286.371,274.547,274.569,276.172,276.164,275.83
E09000023,Lewisham,Internal migration in,males,21,329.65,358.205,384.827,384.512,375.777,381.268,392.126,389.478,391.89,395.959,394.963,385.504,377.986,377.741,381.124,371.98,366.225,363.018,359.204,350.305,355.273,341.194,341.207,343.109,343.085
E09000023,Lewisham,Internal migration in,males,22,440.34,471.371,504.615,528.191,525.574,516.16,524.208,540.705,537.822,541.641,548.149,547.61,535.058,524.598,524,528.966,516.661,508.833,504.765,499.101,487.27,493.157,474.024,474.014,476.515
E09000023,Lewisham,Internal migration in,males,23,464.717,480.531,505.196,525.51,543.112,539.889,532.208,541.588,559.156,556.316,560.755,567.634,567.189,554.703,543.94,543.214,548.537,536.185,528.007,523.832,517.85,506.146,511.672,492.051,492.014
E09000023,Lewisham,Internal migration in,males,24,445.376,457.241,466.143,474.129,487.734,500.776,498.685,493.017,501.989,517.782,515.255,519.186,525.574,525.403,514.255,504.171,503.575,508.649,497.575,490.016,486.515,480.866,470.333,475.54,457.627
E09000023,Lewisham,Internal migration in,males,25,464.723,492.371,499.835,496.323,502.455,515.878,529.856,529.113,523.056,532.31,548.416,545.884,549.954,556.302,555.681,544.102,533.574,532.902,538.113,526.593,518.578,514.979,509.039,498.126,503.586
E09000023,Lewisham,Internal migration in,males,26,466.948,481.851,501.385,496.607,490.209,495.936,510.474,525.746,525.571,519.678,528.668,544.54,542.144,546.137,552.419,551.857,540.487,530.128,529.417,534.572,523.274,515.363,511.844,505.946,495.247
E09000023,Lewisham,Internal migration in,males,27,471.277,499.138,508.08,515.762,508.317,501.997,508.939,524.949,540.747,540.552,534.685,543.765,559.963,557.543,561.63,568.04,567.525,556.027,545.495,544.742,550.011,538.585,530.529,526.949,520.946
E09000023,Lewisham,Internal migration in,males,28,479.453,508.637,531.719,529.311,534.407,527.021,521.717,529.773,546.504,562.583,562.338,556.426,565.641,582.262,579.832,584.015,590.577,590.115,578.383,567.598,566.8,572.208,560.573,552.295,548.644
E09000023,Lewisham,Internal migration in,males,29,486.731,506.484,529.446,541.482,536.619,541.696,535.277,531.11,539.242,555.886,571.919,571.668,565.85,575.03,591.697,589.319,593.528,600.141,599.731,588.021,577.23,576.435,581.863,570.279,561.993
E09000023,Lewisham,Internal migration in,males,30,471.13,510.218,525.824,539.419,548.467,542.823,549.358,544.739,541.225,549.897,566.781,582.943,582.485,576.51,585.617,602.043,599.691,603.797,610.216,609.721,598.058,587.279,586.4,591.804,580.197
E09000023,Lewisham,Internal migration in,males,31,473.264,483.999,516.47,521.214,531.434,540.303,535.834,543.082,538.928,535.502,543.683,560.019,575.729,575.317,569.571,578.408,594.435,592.158,596.17,602.45,602.004,590.673,580.192,579.335,584.603
E09000023,Lewisham,Internal migration in,males,32,462.378,479.283,485.105,505.944,507.911,517.165,526.747,523.399,530.676,526.678,523.37,531.056,546.696,561.796,561.4,555.936,564.401,579.84,577.667,581.542,587.61,587.215,576.344,566.278,565.458
E09000023,Lewisham,Internal migration in,males,33,444.211,461.33,472.974,469.537,486.709,488.26,497.485,507.593,504.803,511.682,507.822,504.633,511.806,526.615,540.945,540.606,535.47,543.502,558.225,556.162,559.87,565.677,565.319,555.005,545.442
E09000023,Lewisham,Internal migration in,males,34,414.226,436.38,448.909,451.841,446.792,462.309,464.335,473.437,483.326,480.78,487.21,483.463,480.415,487.02,500.888,514.321,514.043,509.283,516.824,530.711,528.769,532.275,537.772,537.462,527.785
E09000023,Lewisham,Internal migration in,males,35,346.501,363.008,379.078,383.142,384.022,379.774,393.677,396.032,404.043,412.318,410.192,415.601,412.543,410.044,415.685,427.335,438.665,438.409,434.369,440.671,452.341,450.723,453.662,458.251,457.983
E09000023,Lewisham,Internal migration in,males,36,310.797,332.846,345.001,353.84,356.413,357.077,353.626,366.676,368.949,376.126,383.804,381.874,386.819,383.95,381.616,386.71,397.392,407.816,407.607,403.929,409.725,420.496,419.001,421.717,425.969
E09000023,Lewisham,Internal migration in,males,37,293.625,298.441,315.924,321.895,328.63,330.962,332.003,329.331,341.197,343.144,349.606,356.725,354.976,359.513,356.809,354.629,359.241,369.032,378.605,378.45,375.092,380.423,390.352,388.967,391.478
E09000023,Lewisham,Internal migration in,males,38,267.231,274.976,277.543,288.781,293.011,298.825,301.259,302.603,300.402,310.833,312.423,318.042,324.538,323.029,327.086,324.582,322.593,326.707,335.497,344.105,343.996,341.006,345.813,354.808,353.559
E09000023,Lewisham,Internal migration in,males,39,240.405,248.961,253.948,253.197,262.16,265.739,271.158,273.703,275.023,273.062,282.198,283.51,288.431,294.342,293.021,296.65,294.344,292.532,296.195,304.081,311.822,311.752,309.089,313.417,321.548
E09000023,Lewisham,Internal migration in,males,40,193.901,197.773,203.553,205.132,203.94,211.44,214.453,218.998,221.056,222.273,220.737,227.791,228.825,232.814,237.597,236.556,239.494,237.636,236.174,239.058,245.33,251.524,251.485,249.356,252.836
E09000023,Lewisham,Internal migration in,males,41,177.929,178.657,180.949,184.201,185.134,184.197,191.031,193.868,197.964,199.896,200.921,199.515,205.74,206.596,210.116,214.423,213.49,216.117,214.42,213.085,215.65,221.261,226.82,226.8,224.912
E09000023,Lewisham,Internal migration in,males,42,167.671,168.548,168.206,168.535,171.209,172.05,171.425,177.827,180.481,184.196,185.988,186.902,185.608,191.279,192.009,195.207,199.222,198.372,200.791,199.198,197.965,200.327,205.5,210.631,210.624
E09000023,Lewisham,Internal migration in,males,43,155.568,155.499,155.364,153.617,153.565,156.087,156.917,156.706,162.458,164.765,168.035,169.646,170.48,169.273,174.306,174.91,177.734,181.394,180.657,182.836,181.361,180.232,182.355,187.026,191.675
E09000023,Lewisham,Internal migration in,males,44,143.589,149.441,148.684,147.269,145.398,145.391,147.964,148.857,148.817,154.145,156.227,159.275,160.76,161.553,160.403,165.072,165.586,168.211,171.679,171,173.051,171.641,170.569,172.557,176.951
E09000023,Lewisham,Internal migration in,males,45,119.817,125.471,129.874,128.372,126.699,125.582,125.557,127.966,128.541,128.565,133.131,134.893,137.451,138.679,139.388,138.396,142.323,142.727,144.991,147.943,147.42,149.137,147.953,147.008,148.712
E09000023,Lewisham,Internal migration in,males,46,110.06,113.218,118.132,121.358,119.822,118.29,117.277,117.386,119.724,120.261,120.354,124.532,126.148,128.491,129.64,130.278,129.36,132.958,133.308,135.369,138.139,137.658,139.247,138.13,137.247
E09000023,Lewisham,Internal migration in,males,47,107.649,105.842,108.541,112.542,115.404,113.991,112.663,111.807,111.955,114.22,114.725,114.857,118.822,120.327,122.532,123.617,124.223,123.346,126.743,127.038,128.984,131.625,131.185,132.693,131.623
E09000023,Lewisham,Internal migration in,males,48,103.51,102.038,100.164,102.1,105.694,108.408,107.189,106.034,105.326,105.452,107.608,108.078,108.249,111.932,113.287,115.345,116.37,116.937,116.101,119.25,119.499,121.303,123.788,123.385,124.797
E09000023,Lewisham,Internal migration in,males,49,92.887,95.502,93.947,91.774,93.327,96.747,99.297,98.259,97.248,96.536,96.696,98.748,99.151,99.382,102.686,103.901,105.748,106.685,107.188,106.422,109.264,109.472,111.076,113.366,113.01
E09000023,Lewisham,Internal migration in,males,50,91.06,89.064,91.199,89.559,87.163,88.685,92.064,94.49,93.492,92.632,91.688,91.84,93.748,94.1,94.348,97.451,98.596,100.299,101.138,101.644,100.899,103.628,103.814,105.353,107.546
E09000023,Lewisham,Internal migration in,males,51,86.933,86.772,84.684,86.271,84.604,82.398,83.9,87.147,89.484,88.536,87.73,86.873,87.017,88.848,89.182,89.446,92.378,93.444,95.051,95.86,96.338,95.634,98.197,98.366,99.816
E09000023,Lewisham,Internal migration in,males,52,82.894,81.944,81.455,79.265,80.588,79.042,77.133,78.57,81.689,83.882,83.013,82.265,81.488,81.624,83.367,83.67,83.959,86.679,87.649,89.136,89.899,90.343,89.678,92.054,92.2
E09000023,Lewisham,Internal migration in,males,53,78.873,77.847,76.778,75.992,73.912,75.036,73.696,71.992,73.296,76.263,78.36,77.556,76.843,76.123,76.253,77.91,78.2,78.508,81.021,81.918,83.289,84.019,84.424,83.797,85.997
E09000023,Lewisham,Internal migration in,males,54,76.82,75.874,74.866,73.542,72.623,70.699,71.785,70.501,68.947,70.222,73.058,75.056,74.285,73.619,72.953,73.075,74.68,74.951,75.258,77.651,78.496,79.808,80.507,80.894,80.3
E09000023,Lewisham,Internal migration in,males,55,66.445,67.063,66.148,64.856,63.605,63.012,61.168,62.146,61.011,59.575,60.648,63.058,64.712,64.095,63.517,62.952,63.028,64.394,64.728,64.921,67.026,67.768,68.964,69.601,69.93
E09000023,Lewisham,Internal migration in,males,56,65.981,64.985,65.451,64.352,63.14,61.89,61.295,59.531,60.468,59.377,58.005,59.066,61.435,63.042,62.448,61.876,61.342,61.417,62.772,63.08,63.287,65.331,66.051,67.203,67.821
E09000023,Lewisham,Internal migration in,males,57,60.761,61.324,60.381,60.602,59.545,58.558,57.464,56.828,55.325,56.173,55.166,53.985,54.958,57.196,58.7,58.155,57.624,57.149,57.225,58.494,58.765,58.997,60.881,61.536,62.602
E09000023,Lewisham,Internal migration in,males,58,57.492,58.257,58.645,57.622,57.788,56.789,55.882,54.834,54.212,52.751,53.575,52.601,51.5,52.419,54.555,56.022,55.481,54.976,54.546,54.612,55.844,56.111,56.333,58.139,58.755
E09000023,Lewisham,Internal migration in,males,59,54.601,55.502,56.091,56.349,55.297,55.458,54.476,53.706,52.727,52.135,50.748,51.466,50.575,49.488,50.413,52.501,53.88,53.394,52.934,52.487,52.563,53.768,54.029,54.251,55.979
E09000023,Lewisham,Internal migration in,males,60,46.122,47.385,48.089,48.559,48.556,47.658,47.846,47.089,46.322,45.483,44.904,43.58,44.308,43.486,42.569,43.251,45.053,46.329,45.804,45.424,45.04,45.096,46.131,46.339,46.532
E09000023,Lewisham,Internal migration in,males,61,42.198,43.344,44.468,44.993,45.392,45.439,44.555,44.745,44.031,43.331,42.526,42.051,40.777,41.425,40.689,39.8,40.467,42.181,43.369,42.902,42.552,42.194,42.247,43.238,43.446
E09000023,Lewisham,Internal migration in,males,62,39.602,40.569,41.648,42.606,43.13,43.497,43.568,42.782,42.967,42.292,41.674,40.904,40.387,39.242,39.882,39.152,38.37,39.006,40.652,41.805,41.352,41.021,40.693,40.747,41.707
E09000023,Lewisham,Internal migration in,males,63,35.215,35.907,36.753,37.65,38.514,38.964,39.275,39.332,38.67,38.817,38.2,37.704,36.994,36.503,35.47,36.014,35.378,34.668,35.251,36.765,37.822,37.422,37.126,36.838,36.887
E09000023,Lewisham,Internal migration in,males,64,31.772,33.904,34.566,35.259,36.129,36.981,37.409,37.739,37.733,37.115,37.219,36.629,36.227,35.555,35.022,34.067,34.603,33.967,33.343,33.901,35.397,36.403,36.016,35.736,35.459
E09000023,Lewisham,Internal migration in,males,65,23.695,24.414,26.07,26.517,26.973,27.609,28.29,28.523,28.926,29.09,28.462,28.633,28.163,27.893,27.433,27.16,26.508,26.871,26.449,25.922,26.477,27.603,28.33,28.085,27.91
E09000023,Lewisham,Internal migration in,males,66,20.977,22.078,22.644,24.115,24.558,24.909,25.553,26.134,26.401,26.766,26.881,26.309,26.466,26.012,25.837,25.427,25.064,24.522,24.867,24.444,24.018,24.548,25.6,26.275,26.047
E09000023,Lewisham,Internal migration in,males,67,18.57,19.165,20.146,20.661,21.996,22.381,22.772,23.361,23.904,24.151,24.476,24.613,24.12,24.27,23.887,23.712,23.311,23.019,22.501,22.809,22.428,22.049,22.501,23.47,24.118
E09000023,Lewisham,Internal migration in,males,68,16.559,17.139,17.65,18.536,18.989,20.217,20.583,20.903,21.452,21.918,22.16,22.462,22.595,22.106,22.267,21.881,21.761,21.403,21.119,20.664,20.956,20.601,20.253,20.722,21.617
E09000023,Lewisham,Internal migration in,males,69,14.551,15.015,15.535,16.029,16.83,17.23,18.323,18.676,19.02,19.484,19.981,20.159,20.422,20.533,20.102,20.233,19.895,19.79,19.462,19.231,18.803,19.041,18.743,18.397,18.818
E09000023,Lewisham,Internal migration in,males,70,10.595,11.141,11.556,11.914,12.309,12.938,13.341,14.147,14.406,14.746,15.118,15.49,15.737,15.821,15.912,15.64,15.713,15.484,15.339,15.014,14.88,14.479,14.68,14.454,14.168
E09000023,Lewisham,Internal migration in,males,71,9.65,9.936,10.483,10.833,11.184,11.585,12.175,12.582,13.343,13.584,13.932,14.271,14.633,14.854,14.907,15.018,14.769,14.838,14.625,14.486,14.168,14.07,13.679,13.855,13.662
E09000023,Lewisham,Internal migration in,males,72,9.292,9.071,9.35,9.803,10.151,10.461,10.809,11.371,11.723,12.434,12.688,12.977,13.312,13.631,13.863,13.939,14.017,13.776,13.847,13.636,13.535,13.249,13.115,12.767,12.949
E09000023,Lewisham,Internal migration in,males,73,8.582,8.505,8.331,8.561,8.988,9.276,9.593,9.919,10.435,10.772,11.436,11.66,11.935,12.232,12.512,12.714,12.8,12.893,12.656,12.737,12.543,12.455,12.187,12.1,11.772
E09000023,Lewisham,Internal migration in,males,74,7.985,7.939,7.887,7.709,7.921,8.29,8.574,8.857,9.164,9.646,9.927,10.519,10.747,10.994,11.278,11.57,11.751,11.814,11.887,11.696,11.757,11.582,11.521,11.282,11.172
E09000023,Lewisham,Internal migration in,males,75,8.86,8.281,8.325,8.312,8.212,8.414,8.741,9.136,9.484,9.778,10.317,10.62,11.297,11.503,11.741,12.103,12.436,12.603,12.654,12.752,12.647,12.717,12.601,12.478,12.27
E09000023,Lewisham,Internal migration in,males,76,9.91,8.859,8.216,8.267,8.228,8.092,8.318,8.706,9.073,9.419,9.734,10.259,10.598,11.293,11.496,11.758,12.086,12.422,12.588,12.659,12.769,12.605,12.686,12.564,12.439
E09000023,Lewisham,Internal migration in,males,77,7.043,9.202,8.106,7.552,7.6,7.582,7.524,7.677,7.967,8.306,8.668,8.914,9.429,9.714,10.355,10.53,10.733,11.088,11.351,11.523,11.579,11.693,11.578,11.69,11.558
E09000023,Lewisham,Internal migration in,males,78,6.269,6.513,8.478,7.524,7.064,7.064,7.056,6.951,7.145,7.426,7.769,8.071,8.324,8.795,9.046,9.626,9.821,10.03,10.351,10.641,10.806,10.861,10.932,10.853,10.918
E09000023,Lewisham,Internal migration in,males,79,5.93,5.919,6.145,8.029,7.067,6.609,6.608,6.603,6.545,6.696,6.941,7.228,7.549,7.777,8.22,8.469,9.011,9.194,9.37,9.674,9.934,10.079,10.137,10.239,10.155
E09000023,Lewisham,Internal migration in,males,80,4.552,4.782,4.665,4.886,6.428,5.628,5.25,5.128,5.1,4.949,5.109,5.291,5.45,5.673,5.829,6.14,6.326,6.743,6.902,7.004,7.191,7.344,7.459,7.559,7.643
E09000023,Lewisham,Internal migration in,males,81,3.765,4.111,4.322,4.214,4.427,5.806,5.096,4.77,4.647,4.631,4.501,4.644,4.795,4.943,5.144,5.289,5.568,5.727,6.093,6.244,6.332,6.509,6.663,6.759,6.845
E09000023,Lewisham,Internal migration in,males,82,3.699,4.045,4.417,4.627,4.535,4.771,6.294,5.494,5.123,5.03,5,4.854,5.014,5.216,5.381,5.604,5.783,6.098,6.289,6.703,6.87,6.983,7.176,7.34,7.458
E09000023,Lewisham,Internal migration in,males,83,3.576,3.252,3.577,3.917,4.114,4.035,4.245,5.605,4.912,4.567,4.487,4.458,4.35,4.492,4.662,4.803,5.013,5.179,5.456,5.628,5.99,6.147,6.261,6.433,6.596
E09000023,Lewisham,Internal migration in,males,84,3.674,3.691,3.373,3.697,4.05,4.238,4.17,4.401,5.823,5.089,4.736,4.672,4.639,4.53,4.691,4.887,5.049,5.267,5.454,5.757,5.947,6.348,6.515,6.643,6.83
E09000023,Lewisham,Internal migration in,males,85,3.847,3.814,3.835,3.497,3.864,4.291,4.468,4.407,4.653,6.21,5.412,5.03,4.96,4.91,4.812,4.964,5.162,5.318,5.539,5.729,6.066,6.245,6.641,6.842,7.014
E09000023,Lewisham,Internal migration in,males,86,3.637,3.751,3.722,3.761,3.399,3.819,4.255,4.418,4.351,4.618,6.167,5.356,5.016,4.893,4.86,4.754,4.887,5.075,5.219,5.438,5.633,5.974,6.113,6.488,6.704
E09000023,Lewisham,Internal migration in,males,87,3.439,3.5,3.635,3.619,3.641,3.334,3.696,4.123,4.299,4.252,4.495,6.056,5.242,4.878,4.834,4.784,4.689,4.862,5.076,5.243,5.474,5.678,6.026,6.22,6.629
E09000023,Lewisham,Internal migration in,males,88,2.992,3.103,3.158,3.267,3.256,3.264,2.992,3.34,3.734,3.929,3.882,4.109,5.522,4.79,4.458,4.392,4.364,4.275,4.435,4.606,4.752,4.972,5.145,5.458,5.634
E09000023,Lewisham,Internal migration in,males,89,2.56,2.715,2.815,2.879,2.962,2.959,2.96,2.723,3.066,3.427,3.628,3.578,3.795,5.11,4.424,4.14,4.051,4.032,3.948,4.091,4.24,4.37,4.577,4.735,5.033
E09000023,Lewisham,Internal migration in,males,90 and over,11.852,12.025,12.349,12.751,13.193,13.705,14.101,14.426,14.425,14.794,15.513,16.322,16.982,17.787,19.964,21.002,21.5,21.824,22.02,22.084,22.27,22.624,23.058,23.681,24.43
E09000023,Lewisham,Internal migration in,males,All ages,12230.653,12661.416,13001.347,13127.193,13195.209,13257.069,13337.385,13439.506,13543.735,13642.656,13734.752,13817.52,13891.92,13958.183,14016.014,14065.789,14103.852,14131.756,14151.75,14161.515,14158.264,14150.513,14134.911,14115.481,14095.584
E09000028,Southwark,Internal migration in,males,0,46.145,46.85,47.607,47.672,47.633,47.767,47.897,48.119,48.364,48.617,48.896,49.194,49.515,49.855,50.216,50.601,50.997,51.393,51.782,52.156,52.486,52.753,52.97,53.14,53.27
E09000028,Southwark,Internal migration in,males,1,115.258,112.867,114.365,115.623,115.668,115.55,115.866,116.181,116.7,117.271,117.86,118.513,119.215,119.974,120.779,121.639,122.555,123.498,124.443,125.369,126.258,127.039,127.669,128.181,128.575
E09000028,Southwark,Internal migration in,males,2,106.348,111.343,108.756,108.768,109.66,109.67,109.572,109.918,110.203,110.663,111.174,111.706,112.301,112.94,113.633,114.369,115.157,115.999,116.864,117.731,118.579,119.395,120.108,120.682,121.147
E09000028,Southwark,Internal migration in,males,3,90.96,89.773,93.161,89.626,89.387,90.071,90.114,90.121,90.392,90.616,90.974,91.373,91.793,92.262,92.77,93.324,93.915,94.548,95.225,95.922,96.62,97.302,97.957,98.528,98.985
E09000028,Southwark,Internal migration in,males,4,81.2,80.815,79.155,81.13,77.779,77.582,78.23,78.333,78.364,78.578,78.762,79.057,79.387,79.737,80.129,80.557,81.026,81.527,82.065,82.641,83.234,83.827,84.407,84.962,85.446
E09000028,Southwark,Internal migration in,males,5,62.798,63.017,62.439,60.122,61.43,58.83,58.684,59.196,59.278,59.343,59.498,59.647,59.878,60.135,60.41,60.71,61.04,61.402,61.787,62.2,62.64,63.096,63.551,63.996,64.421
E09000028,Southwark,Internal migration in,males,6,51.864,51.387,51.283,50.374,48.394,49.385,47.334,47.266,47.679,47.734,47.777,47.895,48.007,48.183,48.381,48.593,48.826,49.085,49.369,49.672,49.998,50.347,50.708,51.068,51.42
E09000028,Southwark,Internal migration in,males,7,51.471,49.122,48.448,47.963,46.988,45.192,46.161,44.293,44.257,44.644,44.696,44.731,44.835,44.937,45.098,45.278,45.472,45.686,45.924,46.186,46.466,46.766,47.088,47.421,47.753
E09000028,Southwark,Internal migration in,males,8,49.055,49.991,47.646,46.569,46.027,45.104,43.426,44.38,42.618,42.584,42.949,42.995,43.024,43.124,43.218,43.368,43.537,43.718,43.921,44.146,44.394,44.66,44.945,45.252,45.569
E09000028,Southwark,Internal migration in,males,9,46.628,46.909,47.672,45.129,44.016,43.523,42.686,41.116,42.042,40.39,40.359,40.701,40.742,40.772,40.867,40.954,41.094,41.252,41.424,41.614,41.825,42.058,42.308,42.577,42.865
E09000028,Southwark,Internal migration in,males,10,43.345,42.274,42.351,42.751,40.516,39.547,39.113,38.46,37.041,37.914,36.36,36.339,36.64,36.667,36.68,36.755,36.828,36.947,37.083,37.23,37.396,37.581,37.786,38.005,38.242
E09000028,Southwark,Internal migration in,males,11,44.913,44.174,42.982,42.79,43.139,40.924,39.96,39.567,38.904,37.495,38.368,36.803,36.784,37.087,37.116,37.129,37.203,37.277,37.396,37.533,37.68,37.847,38.033,38.239,38.46
E09000028,Southwark,Internal migration in,males,12,41.651,40.822,40.025,38.721,38.503,38.838,36.949,36.095,35.753,35.181,33.919,34.701,33.295,33.282,33.554,33.577,33.585,33.65,33.713,33.818,33.937,34.066,34.213,34.379,34.561
E09000028,Southwark,Internal migration in,males,13,37.595,37.933,37.135,36.254,35.046,34.83,35.084,33.374,32.663,32.335,31.81,30.693,31.385,30.101,30.086,30.326,30.349,30.357,30.413,30.471,30.565,30.672,30.788,30.92,31.068
E09000028,Southwark,Internal migration in,males,14,40.628,40.919,41.139,40.142,39.108,37.816,37.614,37.885,36.2,35.429,35.074,34.473,33.387,34.087,32.707,32.696,32.953,32.985,32.992,33.056,33.119,33.22,33.336,33.461,33.603
E09000028,Southwark,Internal migration in,males,15,43.378,42.843,43.245,43.428,42.348,41.323,39.918,39.805,40.158,38.518,37.663,37.325,36.773,35.498,36.223,34.747,34.72,34.98,35.002,35.007,35.069,35.127,35.225,35.338,35.461
E09000028,Southwark,Internal migration in,males,16,40.404,41.998,41.373,41.472,41.629,40.624,39.648,38.347,38.252,38.601,37.039,36.247,35.94,35.411,34.199,34.897,33.473,33.447,33.693,33.713,33.716,33.771,33.826,33.917,34.022
E09000028,Southwark,Internal migration in,males,17,45.064,46.99,48.453,47.275,47.385,47.492,46.671,45.355,44.192,43.974,44.459,42.778,41.941,41.487,40.919,39.611,40.349,38.692,38.655,38.921,38.94,38.921,38.963,39.014,39.104
E09000028,Southwark,Internal migration in,males,18,113.021,114.125,118.018,121.659,120.032,120.789,121.878,121.414,118.495,115.466,115.152,116.353,113.148,111.285,110.063,108.739,105.478,106.98,102.306,102.237,102.85,102.838,102.701,102.665,102.723
E09000028,Southwark,Internal migration in,males,19,511.206,523.412,526.131,537.441,555.652,552.773,558.321,566.27,565.293,551.766,539.871,538.556,545.661,532.782,524.458,519.42,512.637,499.446,505.815,482.209,481.892,484.55,484.548,483.784,483.34
E09000028,Southwark,Internal migration in,males,20,484.964,515.979,524.443,514.693,521.05,537.11,531.57,535.929,541.997,539.681,526.828,515.459,514.154,519.968,506.866,498.848,494.616,488.085,476.738,483.006,463.123,463.259,466.015,466.148,465.5
E09000028,Southwark,Internal migration in,males,21,519.228,568.653,602.939,598.141,585.171,591.521,608.349,603.729,608.323,614.822,613.502,598.916,586.075,585.079,591.498,577.357,568.632,564.008,556.632,544.67,551.407,530.086,530.209,533.225,533.322
E09000028,Southwark,Internal migration in,males,22,690.181,743.969,802.519,834.715,827.484,813.184,824.485,851.33,845.956,852.86,863.617,863.001,843.208,825.888,824.697,833.288,814.306,801.899,795.836,785.706,768.779,777.108,747.199,747.215,751.171
E09000028,Southwark,Internal migration in,males,23,774.622,801.891,847.979,886.696,913.558,906.121,894.087,908.749,939.209,933.79,941.492,954.097,953.587,933.039,914.112,912.481,922.183,901.66,887.821,881.464,870.296,851.634,860.509,827.346,827.303
E09000028,Southwark,Internal migration in,males,24,787.394,809.434,828.253,843.29,870.878,893.015,887.563,877.698,892.954,921.797,917.028,924.972,936.224,935.683,916.24,897.612,896.328,905.583,885.915,872.239,866.101,855.217,837.435,845.672,814.092
E09000028,Southwark,Internal migration in,males,25,742.779,789.289,802.178,798.124,807.377,832.029,853.956,851.388,842.896,857.1,883.78,879.293,886.401,896.561,895.919,877.339,859.864,858.746,867.484,848.872,836.024,830.233,819.996,803.227,811.268
E09000028,Southwark,Internal migration in,males,26,750.421,769.716,802.807,796.712,787.987,796.673,822.644,846.98,845.577,837.101,851.027,877.184,872.986,879.863,889.891,889.264,871.027,853.881,852.703,861.264,842.981,830.26,824.588,814.538,797.944
E09000028,Southwark,Internal migration in,males,27,756.478,801.824,812.058,826.179,815.692,806.918,817.729,845.734,871.085,869.764,861.214,875.374,901.989,897.83,904.786,915.041,914.455,895.989,878.606,877.362,886.051,867.551,854.565,848.789,838.617
E09000028,Southwark,Internal migration in,males,28,773.974,818.53,856.028,848.558,858.301,847.67,840.448,853.317,882.26,908.192,906.888,898.134,912.627,939.896,935.779,942.842,953.377,952.848,933.957,916.182,914.858,923.762,904.903,891.524,885.617
E09000028,Southwark,Internal migration in,males,29,775.856,811.271,845.735,865.301,854.56,863.945,854.655,849.128,862.055,890.375,916.034,914.879,906.258,920.673,947.798,943.822,950.853,961.41,960.948,942.228,924.612,923.304,932.152,913.507,900.194
E09000028,Southwark,Internal migration in,males,30,544.924,596.678,618.083,631.369,642.502,633.876,641.8,637.143,633.786,643.467,664.165,683.374,682.323,675.739,686.188,705.768,702.903,707.872,715.406,714.983,701.346,688.489,687.483,693.875,680.314
E09000028,Southwark,Internal migration in,males,31,550.262,557.948,600.488,608.46,617.933,628.688,621.943,630.588,626.278,622.922,632.131,651.915,670.392,669.468,663.16,673.263,692.204,689.477,694.267,701.598,701.221,688.064,675.677,674.702,680.878
E09000028,Southwark,Internal migration in,males,32,539.169,554.808,557.566,584.945,589.104,597.758,609.236,604.207,612.8,608.596,605.302,613.879,632.625,650.248,649.429,643.415,653.054,671.151,668.571,673.154,680.194,679.849,667.307,655.506,654.577
E09000028,Southwark,Internal migration in,males,33,508.429,535.268,545.264,537.911,560.177,563.417,572.308,584.365,580.22,588.282,584.124,580.86,588.885,606.46,623.087,622.4,616.759,625.881,643.049,640.625,644.972,651.69,651.371,639.526,628.379
E09000028,Southwark,Internal migration in,males,34,475.113,499.757,519.676,519.974,511.496,531.216,534.703,543.737,555.463,551.794,559.28,555.149,551.963,559.366,575.723,591.258,590.699,585.468,594.031,610.17,607.9,611.992,618.34,618.061,606.98
